id,Gender,Customer_Type,Age,Type_of_Travel,Class,Flight_Distance
5762,Male,Loyal Customer,42,Personal Travel,Eco,859
116017,Female,Loyal Customer,65,Personal Travel,Eco,417
128882,Female,Loyal Customer,25,Business travel,Business,2454
38308,Female,Loyal Customer,36,Personal Travel,Eco,2583
84789,Female,disloyal Customer,38,Business travel,Business,547
65899,Female,disloyal Customer,23,Business travel,Business,569
5448,Male,Loyal Customer,24,Business travel,Business,1809
94369,Female,Loyal Customer,39,Business travel,Business,3609
118344,Male,Loyal Customer,27,Personal Travel,Eco,639
58164,Female,Loyal Customer,41,Business travel,Business,2092
25554,Male,Loyal Customer,53,Personal Travel,Eco Plus,481
93296,Female,Loyal Customer,29,Business travel,Eco Plus,867
105224,Female,disloyal Customer,22,Business travel,Eco,377
114110,Male,Loyal Customer,47,Business travel,Business,3871
26521,Male,Loyal Customer,40,Business travel,Business,3151
64448,Male,Loyal Customer,22,Business travel,Business,989
111171,Female,Loyal Customer,42,Business travel,Business,1506
14592,Male,Loyal Customer,10,Personal Travel,Eco,1021
46664,Female,Loyal Customer,52,Business travel,Business,2686
34573,Male,Loyal Customer,52,Business travel,Eco,1598
65764,Female,Loyal Customer,20,Personal Travel,Eco,936
62156,Female,Loyal Customer,45,Business travel,Business,2565
128543,Female,Loyal Customer,22,Business travel,Business,651
72672,Female,Loyal Customer,52,Personal Travel,Eco,1121
73330,Female,Loyal Customer,64,Business travel,Eco,1182
47272,Male,disloyal Customer,35,Business travel,Eco,588
112255,Male,Loyal Customer,44,Business travel,Business,1546
66301,Female,Loyal Customer,45,Business travel,Business,852
115948,Female,Loyal Customer,17,Personal Travel,Eco,371
73537,Male,disloyal Customer,21,Business travel,Business,594
121852,Female,Loyal Customer,41,Business travel,Eco,449
115414,Female,disloyal Customer,44,Business travel,Business,447
9363,Male,Loyal Customer,52,Business travel,Business,384
15684,Male,Loyal Customer,17,Business travel,Eco Plus,641
35845,Female,disloyal Customer,42,Business travel,Eco,1065
119016,Male,Loyal Customer,48,Business travel,Business,1460
127548,Female,Loyal Customer,65,Personal Travel,Eco,1009
49178,Male,Loyal Customer,58,Business travel,Eco,304
41564,Male,disloyal Customer,21,Business travel,Eco,811
82657,Female,disloyal Customer,34,Business travel,Eco,120
86546,Male,Loyal Customer,44,Business travel,Business,1578
61472,Female,Loyal Customer,38,Business travel,Business,2253
5560,Male,Loyal Customer,50,Business travel,Business,2203
36730,Female,Loyal Customer,68,Personal Travel,Eco Plus,1211
58933,Male,Loyal Customer,44,Personal Travel,Eco,888
90149,Female,Loyal Customer,37,Business travel,Business,3644
92294,Female,Loyal Customer,54,Business travel,Business,1814
114568,Female,Loyal Customer,65,Personal Travel,Business,362
46275,Female,Loyal Customer,7,Personal Travel,Eco,594
62616,Female,Loyal Customer,45,Personal Travel,Eco,1744
38097,Male,Loyal Customer,29,Business travel,Eco,1237
67677,Female,Loyal Customer,43,Business travel,Business,2946
81186,Male,disloyal Customer,54,Business travel,Eco,580
98026,Female,disloyal Customer,22,Business travel,Eco,1014
23244,Male,Loyal Customer,56,Business travel,Business,3831
80712,Female,Loyal Customer,33,Business travel,Business,920
70783,Male,Loyal Customer,46,Business travel,Business,3866
87361,Male,Loyal Customer,50,Business travel,Business,425
57182,Male,Loyal Customer,52,Personal Travel,Eco,2227
22535,Male,Loyal Customer,66,Personal Travel,Eco Plus,143
75538,Female,Loyal Customer,50,Business travel,Business,337
2180,Female,Loyal Customer,27,Business travel,Eco,685
37778,Male,Loyal Customer,45,Business travel,Eco Plus,1035
99279,Female,Loyal Customer,16,Business travel,Eco,935
655,Male,Loyal Customer,47,Business travel,Business,2556
15838,Male,disloyal Customer,48,Business travel,Business,1107
65684,Male,Loyal Customer,15,Personal Travel,Eco,1021
75070,Male,Loyal Customer,45,Business travel,Business,2611
8061,Male,Loyal Customer,80,Business travel,Eco,402
79545,Male,Loyal Customer,39,Business travel,Business,762
80037,Female,Loyal Customer,18,Personal Travel,Eco,1035
107874,Female,Loyal Customer,70,Personal Travel,Eco,228
4619,Female,Loyal Customer,37,Personal Travel,Eco,719
123637,Male,Loyal Customer,33,Business travel,Business,1899
6414,Female,Loyal Customer,59,Personal Travel,Eco,296
40054,Male,Loyal Customer,62,Personal Travel,Eco,926
122042,Male,Loyal Customer,60,Business travel,Business,2226
61729,Male,Loyal Customer,37,Business travel,Eco,1009
122574,Female,Loyal Customer,21,Personal Travel,Business,728
85628,Female,Loyal Customer,61,Personal Travel,Eco,192
29419,Male,Loyal Customer,55,Business travel,Eco Plus,2417
9082,Male,Loyal Customer,36,Personal Travel,Eco,212
121522,Female,Loyal Customer,44,Business travel,Business,3069
74274,Male,Loyal Customer,47,Business travel,Business,2288
24374,Female,disloyal Customer,29,Business travel,Eco,669
29053,Male,Loyal Customer,28,Personal Travel,Eco,937
35526,Male,Loyal Customer,42,Personal Travel,Eco,1056
85382,Female,Loyal Customer,35,Business travel,Business,152
102304,Female,Loyal Customer,55,Business travel,Business,407
67725,Female,Loyal Customer,25,Business travel,Business,2273
95290,Female,Loyal Customer,18,Personal Travel,Eco,192
44996,Male,Loyal Customer,44,Business travel,Eco,359
68864,Female,Loyal Customer,45,Business travel,Business,2346
125776,Male,Loyal Customer,43,Business travel,Business,1013
79788,Female,Loyal Customer,48,Business travel,Business,1035
125227,Female,Loyal Customer,56,Business travel,Business,651
90324,Male,Loyal Customer,40,Business travel,Business,250
107403,Male,Loyal Customer,27,Business travel,Business,725
52240,Female,Loyal Customer,44,Business travel,Business,751
68897,Male,Loyal Customer,33,Business travel,Business,1680
27738,Female,Loyal Customer,27,Business travel,Business,3772
72978,Female,disloyal Customer,29,Business travel,Eco,1096
34414,Female,Loyal Customer,22,Personal Travel,Eco,612
22426,Male,Loyal Customer,38,Personal Travel,Eco,238
78330,Female,Loyal Customer,58,Business travel,Business,1547
84446,Female,Loyal Customer,56,Business travel,Business,3184
112591,Male,disloyal Customer,18,Business travel,Eco,602
21348,Female,Loyal Customer,34,Business travel,Business,3187
101670,Male,Loyal Customer,26,Personal Travel,Eco,2106
97346,Male,Loyal Customer,54,Business travel,Business,872
118600,Female,Loyal Customer,58,Business travel,Business,2663
41075,Female,Loyal Customer,34,Business travel,Business,216
22098,Male,Loyal Customer,37,Personal Travel,Eco,782
113719,Female,Loyal Customer,31,Personal Travel,Eco,236
59295,Female,Loyal Customer,40,Personal Travel,Business,2399
29712,Female,Loyal Customer,46,Business travel,Business,2304
100637,Female,Loyal Customer,31,Business travel,Eco,349
18784,Male,Loyal Customer,50,Business travel,Business,3468
15719,Female,Loyal Customer,52,Business travel,Eco,419
66181,Male,Loyal Customer,54,Business travel,Business,3954
25920,Male,Loyal Customer,29,Business travel,Business,594
128914,Female,Loyal Customer,51,Personal Travel,Eco,2248
101331,Female,disloyal Customer,31,Business travel,Business,1771
110774,Male,Loyal Customer,56,Business travel,Business,1166
66221,Male,Loyal Customer,33,Business travel,Business,1589
3142,Male,Loyal Customer,41,Business travel,Eco,140
93107,Male,Loyal Customer,49,Business travel,Business,1655
84776,Female,Loyal Customer,27,Business travel,Business,1703
83143,Female,Loyal Customer,30,Personal Travel,Eco,957
23519,Male,Loyal Customer,32,Personal Travel,Eco,349
24063,Male,Loyal Customer,41,Business travel,Eco Plus,562
125623,Female,Loyal Customer,54,Business travel,Business,2399
49920,Male,disloyal Customer,54,Business travel,Eco,77
48070,Male,Loyal Customer,51,Business travel,Business,259
113430,Female,Loyal Customer,45,Business travel,Business,3631
87178,Female,disloyal Customer,32,Business travel,Eco,946
67170,Male,Loyal Customer,56,Personal Travel,Eco,964
126943,Female,Loyal Customer,25,Business travel,Business,338
33379,Male,Loyal Customer,22,Personal Travel,Eco,2355
79672,Male,Loyal Customer,9,Personal Travel,Eco,762
65033,Female,Loyal Customer,15,Personal Travel,Eco,469
82737,Female,Loyal Customer,47,Business travel,Business,2007
6161,Male,Loyal Customer,66,Business travel,Eco,409
23682,Female,Loyal Customer,41,Business travel,Eco,251
11590,Male,Loyal Customer,33,Business travel,Business,468
83480,Male,Loyal Customer,30,Business travel,Eco,946
125249,Male,Loyal Customer,23,Business travel,Eco,427
87384,Male,Loyal Customer,30,Business travel,Business,3263
10588,Male,disloyal Customer,39,Business travel,Business,74
110977,Male,disloyal Customer,55,Business travel,Business,197
10337,Female,Loyal Customer,30,Business travel,Business,2822
107152,Female,disloyal Customer,37,Business travel,Business,402
45931,Female,Loyal Customer,16,Personal Travel,Eco,809
13357,Male,Loyal Customer,15,Business travel,Business,1619
71550,Female,Loyal Customer,44,Business travel,Business,3417
55209,Male,Loyal Customer,39,Business travel,Business,2873
87863,Female,Loyal Customer,49,Personal Travel,Eco,143
45617,Male,disloyal Customer,44,Business travel,Eco,391
73336,Female,disloyal Customer,62,Business travel,Business,1005
127859,Female,Loyal Customer,41,Business travel,Business,1276
40902,Female,Loyal Customer,21,Personal Travel,Eco,599
16681,Male,Loyal Customer,24,Business travel,Eco Plus,488
94606,Male,Loyal Customer,39,Business travel,Business,2690
104961,Male,disloyal Customer,25,Business travel,Business,337
1522,Male,Loyal Customer,57,Business travel,Business,3896
772,Female,Loyal Customer,73,Business travel,Business,134
81361,Female,disloyal Customer,10,Business travel,Eco,1299
16147,Male,Loyal Customer,31,Business travel,Business,199
47755,Male,Loyal Customer,49,Business travel,Business,3945
37300,Female,Loyal Customer,58,Business travel,Eco,944
70384,Female,Loyal Customer,39,Business travel,Business,1562
102747,Male,Loyal Customer,34,Business travel,Business,255
96009,Male,Loyal Customer,26,Business travel,Business,775
71432,Male,disloyal Customer,35,Business travel,Business,867
95046,Male,Loyal Customer,65,Personal Travel,Eco,239
61982,Female,Loyal Customer,65,Personal Travel,Business,2586
118503,Female,disloyal Customer,26,Business travel,Business,646
8989,Female,Loyal Customer,43,Personal Travel,Eco,799
106487,Female,Loyal Customer,33,Personal Travel,Business,495
5751,Male,Loyal Customer,32,Business travel,Business,2306
6626,Male,Loyal Customer,48,Business travel,Eco,719
11855,Female,Loyal Customer,29,Business travel,Business,2278
120101,Male,Loyal Customer,39,Business travel,Business,1576
2741,Male,disloyal Customer,39,Business travel,Business,772
40352,Female,Loyal Customer,37,Business travel,Business,1028
65228,Female,Loyal Customer,36,Business travel,Business,2556
88934,Female,Loyal Customer,28,Business travel,Business,1928
38593,Male,Loyal Customer,45,Business travel,Eco,231
4565,Female,Loyal Customer,32,Personal Travel,Eco,561
41675,Female,disloyal Customer,20,Business travel,Eco,843
70048,Male,Loyal Customer,64,Personal Travel,Eco,583
7079,Male,Loyal Customer,42,Business travel,Business,2667
71503,Female,Loyal Customer,54,Business travel,Business,3270
14546,Female,Loyal Customer,29,Personal Travel,Eco,362
7032,Female,Loyal Customer,8,Personal Travel,Eco,299
99709,Male,Loyal Customer,57,Business travel,Business,1592
45664,Female,Loyal Customer,47,Personal Travel,Eco Plus,260
62167,Female,Loyal Customer,59,Business travel,Business,2454
66567,Male,Loyal Customer,54,Personal Travel,Business,624
5422,Male,Loyal Customer,52,Personal Travel,Eco,589
96708,Male,Loyal Customer,19,Business travel,Business,2971
85314,Male,Loyal Customer,30,Personal Travel,Eco,731
22770,Female,disloyal Customer,30,Business travel,Eco,170
90510,Male,Loyal Customer,46,Business travel,Business,2589
92954,Female,Loyal Customer,55,Business travel,Business,1904
118204,Male,Loyal Customer,16,Personal Travel,Eco,1444
19548,Female,Loyal Customer,48,Business travel,Business,2273
82057,Female,Loyal Customer,29,Personal Travel,Eco Plus,1532
63402,Female,Loyal Customer,29,Personal Travel,Eco,447
99211,Female,disloyal Customer,39,Business travel,Business,495
108826,Male,Loyal Customer,49,Business travel,Business,2201
80785,Male,Loyal Customer,45,Business travel,Business,692
85029,Female,Loyal Customer,27,Personal Travel,Eco,1590
28741,Male,Loyal Customer,34,Business travel,Business,1024
69937,Female,disloyal Customer,36,Business travel,Business,2174
14201,Male,Loyal Customer,27,Business travel,Eco,620
89412,Female,Loyal Customer,43,Business travel,Business,3737
122226,Male,disloyal Customer,10,Business travel,Eco,646
95895,Male,Loyal Customer,28,Personal Travel,Eco,580
5124,Female,Loyal Customer,55,Business travel,Business,3048
15890,Female,Loyal Customer,17,Personal Travel,Eco,296
6387,Female,Loyal Customer,36,Business travel,Business,3937
31856,Male,Loyal Customer,33,Personal Travel,Eco,2640
123415,Male,Loyal Customer,53,Business travel,Business,937
105067,Female,disloyal Customer,21,Business travel,Eco,277
560,Female,Loyal Customer,32,Business travel,Business,2560
114990,Female,disloyal Customer,24,Business travel,Eco,296
94076,Male,Loyal Customer,23,Business travel,Business,562
95585,Female,disloyal Customer,25,Business travel,Eco,822
123025,Male,disloyal Customer,37,Business travel,Business,650
38034,Male,Loyal Customer,49,Business travel,Business,3213
108200,Male,Loyal Customer,7,Personal Travel,Eco Plus,990
68493,Male,Loyal Customer,14,Personal Travel,Eco,1303
34002,Male,Loyal Customer,12,Business travel,Business,1576
115926,Female,Loyal Customer,37,Business travel,Business,3095
97405,Male,Loyal Customer,59,Business travel,Business,570
34329,Male,Loyal Customer,16,Business travel,Business,846
123957,Female,Loyal Customer,40,Personal Travel,Eco Plus,544
43267,Male,Loyal Customer,40,Business travel,Business,1769
11984,Male,disloyal Customer,16,Business travel,Eco,643
92003,Female,Loyal Customer,54,Business travel,Business,1535
95206,Female,Loyal Customer,18,Personal Travel,Eco,239
78535,Female,Loyal Customer,9,Personal Travel,Eco,666
4673,Male,disloyal Customer,20,Business travel,Business,364
15480,Male,Loyal Customer,29,Personal Travel,Eco,377
120495,Male,Loyal Customer,42,Business travel,Business,3976
32948,Male,Loyal Customer,8,Personal Travel,Eco,101
69585,Male,Loyal Customer,23,Personal Travel,Eco,2475
115051,Female,disloyal Customer,58,Business travel,Business,404
107309,Female,Loyal Customer,52,Personal Travel,Eco,283
70106,Female,disloyal Customer,22,Business travel,Business,550
94799,Male,Loyal Customer,63,Business travel,Eco,239
78648,Female,Loyal Customer,51,Business travel,Business,2967
85276,Male,Loyal Customer,70,Personal Travel,Eco,689
105004,Female,Loyal Customer,56,Personal Travel,Business,255
37356,Female,Loyal Customer,28,Business travel,Eco,1035
100901,Female,disloyal Customer,21,Business travel,Eco,377
126163,Male,Loyal Customer,56,Business travel,Business,3128
85576,Female,Loyal Customer,47,Business travel,Eco,259
78681,Male,Loyal Customer,43,Business travel,Business,3385
5815,Male,Loyal Customer,44,Personal Travel,Eco,157
5084,Female,disloyal Customer,25,Business travel,Eco,137
1859,Female,Loyal Customer,44,Business travel,Business,2961
24079,Male,disloyal Customer,46,Personal Travel,Eco,866
30702,Female,Loyal Customer,25,Personal Travel,Eco,680
97706,Female,Loyal Customer,55,Personal Travel,Eco,456
16633,Male,Loyal Customer,25,Business travel,Eco,488
6114,Male,Loyal Customer,40,Business travel,Business,2505
45896,Male,disloyal Customer,40,Business travel,Eco,563
30005,Female,Loyal Customer,66,Business travel,Business,3969
52839,Male,Loyal Customer,32,Business travel,Business,1721
51634,Female,disloyal Customer,32,Business travel,Eco,370
36470,Male,Loyal Customer,51,Business travel,Business,901
79815,Male,Loyal Customer,43,Business travel,Business,1076
10352,Female,Loyal Customer,51,Business travel,Business,316
34009,Male,disloyal Customer,35,Business travel,Eco,866
56920,Male,Loyal Customer,29,Business travel,Business,2565
12630,Male,disloyal Customer,24,Business travel,Eco,844
55352,Female,Loyal Customer,22,Business travel,Business,678
93712,Female,Loyal Customer,23,Personal Travel,Eco,689
116946,Male,Loyal Customer,48,Business travel,Business,1618
106724,Female,Loyal Customer,39,Business travel,Business,3654
30165,Male,Loyal Customer,18,Personal Travel,Eco,82
80328,Male,Loyal Customer,10,Personal Travel,Eco,746
50169,Male,Loyal Customer,39,Business travel,Business,2024
79648,Male,Loyal Customer,67,Business travel,Eco,360
64420,Female,Loyal Customer,42,Personal Travel,Business,989
90821,Female,disloyal Customer,22,Business travel,Eco,581
81139,Female,Loyal Customer,47,Business travel,Business,1631
72257,Female,Loyal Customer,41,Business travel,Business,3149
129519,Female,disloyal Customer,26,Business travel,Business,2583
82003,Male,Loyal Customer,53,Business travel,Business,1589
44471,Female,Loyal Customer,51,Personal Travel,Eco,196
119562,Female,Loyal Customer,49,Personal Travel,Eco,759
25543,Male,Loyal Customer,28,Personal Travel,Eco,547
23019,Female,Loyal Customer,28,Business travel,Eco Plus,528
9882,Male,Loyal Customer,27,Business travel,Business,2402
22072,Female,Loyal Customer,39,Personal Travel,Eco,304
116977,Male,disloyal Customer,24,Business travel,Business,338
29612,Female,Loyal Customer,41,Business travel,Eco,1448
121878,Female,Loyal Customer,35,Business travel,Business,366
52376,Male,Loyal Customer,47,Personal Travel,Eco,651
22772,Female,Loyal Customer,33,Business travel,Eco,134
72431,Female,disloyal Customer,27,Business travel,Business,1121
19832,Female,Loyal Customer,31,Personal Travel,Eco,594
35009,Male,Loyal Customer,24,Business travel,Eco Plus,1182
94910,Male,Loyal Customer,61,Business travel,Business,277
75842,Female,Loyal Customer,59,Business travel,Business,1440
119542,Female,Loyal Customer,44,Personal Travel,Eco,899
99642,Female,Loyal Customer,29,Business travel,Business,1670
92143,Male,Loyal Customer,52,Business travel,Eco Plus,1532
10416,Male,Loyal Customer,37,Business travel,Business,3540
20269,Female,Loyal Customer,41,Business travel,Business,3820
18091,Male,Loyal Customer,44,Business travel,Eco Plus,488
57468,Female,Loyal Customer,73,Business travel,Eco Plus,334
19280,Male,Loyal Customer,11,Personal Travel,Eco,430
49364,Male,Loyal Customer,51,Business travel,Business,1592
29468,Female,disloyal Customer,22,Business travel,Business,1216
85480,Female,Loyal Customer,51,Personal Travel,Eco,227
114721,Female,Loyal Customer,50,Business travel,Business,2133
106021,Female,Loyal Customer,46,Business travel,Business,682
71835,Male,Loyal Customer,25,Business travel,Business,1744
29135,Female,Loyal Customer,59,Personal Travel,Eco,987
28480,Female,Loyal Customer,29,Business travel,Eco Plus,1721
111393,Female,Loyal Customer,33,Personal Travel,Eco,1180
123764,Female,Loyal Customer,30,Business travel,Business,546
55497,Male,Loyal Customer,43,Business travel,Eco,239
52760,Male,Loyal Customer,32,Business travel,Business,1874
8846,Male,Loyal Customer,30,Business travel,Business,1371
78943,Female,Loyal Customer,13,Business travel,Business,500
46274,Female,Loyal Customer,36,Personal Travel,Eco,594
59378,Female,disloyal Customer,72,Business travel,Eco,899
99354,Female,Loyal Customer,59,Personal Travel,Eco,1771
125750,Female,Loyal Customer,28,Personal Travel,Business,993
50148,Male,disloyal Customer,26,Business travel,Eco,190
109803,Male,Loyal Customer,52,Business travel,Business,1073
43081,Female,Loyal Customer,44,Personal Travel,Eco,259
78969,Male,Loyal Customer,27,Business travel,Business,356
13329,Female,disloyal Customer,39,Business travel,Business,748
64925,Female,Loyal Customer,42,Business travel,Business,3236
88520,Female,Loyal Customer,39,Personal Travel,Eco,240
101158,Female,Loyal Customer,59,Business travel,Eco,1235
75632,Male,Loyal Customer,69,Personal Travel,Eco Plus,337
2877,Male,Loyal Customer,70,Personal Travel,Eco,475
53632,Male,Loyal Customer,21,Personal Travel,Eco,1874
83704,Female,Loyal Customer,52,Personal Travel,Eco,577
60387,Male,Loyal Customer,56,Business travel,Business,1452
111762,Male,Loyal Customer,50,Personal Travel,Eco,1436
6598,Female,Loyal Customer,34,Personal Travel,Eco,473
84621,Female,disloyal Customer,79,Business travel,Eco,269
5687,Female,Loyal Customer,41,Business travel,Eco,196
62706,Female,disloyal Customer,27,Business travel,Eco,2399
115546,Male,Loyal Customer,64,Business travel,Business,2665
111342,Female,Loyal Customer,12,Personal Travel,Eco Plus,283
52796,Female,Loyal Customer,52,Personal Travel,Eco,1874
121261,Female,Loyal Customer,10,Personal Travel,Eco,2075
129508,Female,Loyal Customer,30,Business travel,Business,1744
5623,Female,Loyal Customer,70,Personal Travel,Eco,624
33667,Male,Loyal Customer,15,Personal Travel,Eco Plus,474
87972,Male,Loyal Customer,28,Business travel,Business,1749
94851,Female,Loyal Customer,53,Business travel,Business,2249
69315,Male,disloyal Customer,26,Business travel,Business,944
53532,Female,Loyal Customer,49,Business travel,Eco Plus,2419
364,Female,disloyal Customer,33,Business travel,Business,113
47112,Male,Loyal Customer,40,Business travel,Business,784
740,Male,Loyal Customer,32,Business travel,Business,270
106255,Female,disloyal Customer,23,Business travel,Business,1500
127560,Female,Loyal Customer,28,Business travel,Business,1670
126780,Female,Loyal Customer,50,Business travel,Business,2125
12305,Female,Loyal Customer,31,Business travel,Business,3033
24837,Female,Loyal Customer,60,Personal Travel,Eco,861
69237,Male,Loyal Customer,25,Business travel,Business,3547
40030,Male,Loyal Customer,30,Personal Travel,Eco,618
99624,Male,disloyal Customer,24,Business travel,Eco,1154
31528,Male,Loyal Customer,63,Personal Travel,Eco,967
10972,Female,disloyal Customer,44,Business travel,Eco,458
52524,Female,Loyal Customer,26,Business travel,Business,110
2458,Female,disloyal Customer,30,Business travel,Business,773
45422,Male,Loyal Customer,15,Business travel,Business,649
56763,Female,disloyal Customer,39,Business travel,Business,997
2136,Female,Loyal Customer,38,Personal Travel,Eco,404
60777,Male,Loyal Customer,20,Personal Travel,Eco,628
114594,Male,Loyal Customer,40,Business travel,Business,447
113809,Female,Loyal Customer,57,Business travel,Eco Plus,397
83541,Female,Loyal Customer,37,Business travel,Business,1121
16281,Female,Loyal Customer,62,Personal Travel,Eco,946
82398,Female,Loyal Customer,13,Business travel,Business,1578
77810,Male,Loyal Customer,10,Personal Travel,Eco,696
53152,Male,Loyal Customer,61,Business travel,Eco,955
79630,Female,Loyal Customer,66,Business travel,Business,3994
107435,Female,Loyal Customer,69,Personal Travel,Eco,717
37641,Male,Loyal Customer,20,Personal Travel,Eco,1028
47335,Male,disloyal Customer,26,Business travel,Eco,501
102706,Female,disloyal Customer,21,Business travel,Business,255
95588,Male,disloyal Customer,15,Business travel,Eco,756
23747,Male,Loyal Customer,30,Business travel,Business,3658
121062,Male,Loyal Customer,19,Personal Travel,Eco,861
22788,Female,disloyal Customer,59,Business travel,Eco,170
30268,Female,disloyal Customer,24,Business travel,Eco,1024
47465,Male,Loyal Customer,24,Personal Travel,Eco,599
3586,Female,Loyal Customer,50,Business travel,Business,1534
83755,Female,Loyal Customer,60,Personal Travel,Eco,1183
34246,Male,disloyal Customer,41,Business travel,Business,1666
82115,Male,Loyal Customer,67,Personal Travel,Eco,1276
126422,Female,disloyal Customer,52,Business travel,Eco Plus,590
109412,Female,Loyal Customer,54,Business travel,Business,2284
34838,Female,Loyal Customer,10,Personal Travel,Eco Plus,264
127065,Male,Loyal Customer,57,Business travel,Business,3496
21677,Male,Loyal Customer,38,Business travel,Business,746
49899,Male,disloyal Customer,50,Business travel,Eco,109
35200,Male,disloyal Customer,26,Business travel,Eco,828
77449,Female,Loyal Customer,44,Business travel,Business,1634
14459,Male,Loyal Customer,51,Business travel,Eco,361
16513,Male,Loyal Customer,64,Business travel,Eco Plus,143
39531,Male,disloyal Customer,62,Business travel,Business,954
44613,Male,Loyal Customer,45,Personal Travel,Eco,508
3078,Female,Loyal Customer,46,Business travel,Business,413
68551,Male,Loyal Customer,27,Personal Travel,Eco Plus,1013
100152,Female,Loyal Customer,29,Business travel,Business,3086
6069,Female,Loyal Customer,30,Personal Travel,Eco,691
111273,Female,Loyal Customer,60,Business travel,Business,1817
51524,Male,Loyal Customer,53,Business travel,Business,237
8471,Male,Loyal Customer,36,Personal Travel,Business,1187
7984,Female,Loyal Customer,46,Business travel,Business,3621
89087,Female,disloyal Customer,13,Business travel,Eco,1892
121587,Female,disloyal Customer,22,Business travel,Business,536
81018,Male,disloyal Customer,21,Business travel,Business,1399
17254,Female,Loyal Customer,51,Business travel,Business,472
68007,Male,Loyal Customer,59,Business travel,Business,2286
21396,Female,disloyal Customer,23,Business travel,Eco,164
66008,Male,Loyal Customer,52,Business travel,Business,1055
5234,Female,Loyal Customer,39,Business travel,Business,295
62661,Female,Loyal Customer,64,Business travel,Eco Plus,1744
3433,Male,Loyal Customer,7,Personal Travel,Eco,296
116311,Female,Loyal Customer,70,Personal Travel,Eco,447
122165,Male,Loyal Customer,55,Business travel,Business,544
97401,Male,disloyal Customer,23,Business travel,Eco,587
58346,Female,Loyal Customer,49,Personal Travel,Eco,315
71750,Female,Loyal Customer,41,Business travel,Business,1723
52840,Female,Loyal Customer,17,Business travel,Business,1721
101319,Female,Loyal Customer,41,Business travel,Eco,1076
23913,Female,disloyal Customer,26,Business travel,Eco,589
91074,Female,Loyal Customer,65,Personal Travel,Eco,545
2767,Female,disloyal Customer,36,Business travel,Business,764
58792,Male,disloyal Customer,25,Business travel,Eco,1012
120990,Male,Loyal Customer,46,Business travel,Business,993
128973,Male,Loyal Customer,13,Personal Travel,Eco,236
72943,Female,Loyal Customer,49,Business travel,Business,2493
60079,Male,Loyal Customer,23,Business travel,Business,1528
118453,Male,Loyal Customer,57,Business travel,Business,2503
88640,Male,Loyal Customer,44,Personal Travel,Eco,404
44022,Male,disloyal Customer,27,Business travel,Eco,680
90093,Female,disloyal Customer,62,Business travel,Eco,983
13604,Female,disloyal Customer,29,Business travel,Eco Plus,214
103430,Male,Loyal Customer,30,Personal Travel,Eco,237
16692,Male,Loyal Customer,71,Business travel,Eco,200
107098,Male,Loyal Customer,11,Personal Travel,Eco,745
4314,Female,Loyal Customer,61,Business travel,Eco,184
2983,Male,Loyal Customer,46,Personal Travel,Eco,462
107801,Female,disloyal Customer,40,Business travel,Business,349
112007,Female,disloyal Customer,65,Business travel,Eco Plus,133
18736,Female,Loyal Customer,32,Business travel,Eco,1167
67045,Female,Loyal Customer,35,Business travel,Business,1121
107311,Male,Loyal Customer,13,Personal Travel,Eco,283
107521,Female,Loyal Customer,56,Personal Travel,Eco,838
126031,Male,Loyal Customer,37,Business travel,Business,600
92963,Female,disloyal Customer,19,Business travel,Eco,711
97426,Female,Loyal Customer,62,Personal Travel,Eco,570
104148,Male,Loyal Customer,41,Business travel,Business,3312
38683,Male,Loyal Customer,22,Business travel,Eco Plus,2611
112898,Male,disloyal Customer,35,Business travel,Business,1129
115969,Female,Loyal Customer,64,Personal Travel,Eco,373
17054,Male,Loyal Customer,37,Business travel,Business,3346
84996,Male,disloyal Customer,29,Business travel,Business,1590
70086,Female,disloyal Customer,23,Business travel,Business,460
127427,Female,Loyal Customer,29,Personal Travel,Eco,868
50995,Male,Loyal Customer,11,Personal Travel,Eco,110
41980,Male,Loyal Customer,34,Personal Travel,Eco,618
94531,Female,Loyal Customer,38,Business travel,Eco,323
66998,Male,Loyal Customer,60,Business travel,Business,1119
104326,Female,Loyal Customer,41,Business travel,Eco,452
97398,Female,Loyal Customer,10,Personal Travel,Eco Plus,872
122390,Female,Loyal Customer,27,Personal Travel,Eco,529
70313,Female,Loyal Customer,10,Personal Travel,Eco Plus,334
50607,Female,Loyal Customer,17,Personal Travel,Eco,156
29675,Male,Loyal Customer,32,Business travel,Eco Plus,909
43980,Male,Loyal Customer,53,Business travel,Eco,411
8032,Male,disloyal Customer,22,Business travel,Business,530
47072,Female,Loyal Customer,49,Personal Travel,Eco,351
93814,Female,Loyal Customer,49,Business travel,Business,391
111209,Female,Loyal Customer,35,Business travel,Eco,1506
122943,Female,disloyal Customer,50,Business travel,Business,590
75315,Female,Loyal Customer,36,Business travel,Business,2556
121072,Male,Loyal Customer,30,Business travel,Business,3218
40169,Male,Loyal Customer,46,Business travel,Eco,531
98502,Male,Loyal Customer,53,Business travel,Business,402
128510,Female,Loyal Customer,15,Personal Travel,Eco,646
104243,Female,Loyal Customer,48,Business travel,Business,1741
94481,Female,Loyal Customer,48,Business travel,Business,239
4836,Male,Loyal Customer,58,Business travel,Business,3748
23914,Female,disloyal Customer,43,Business travel,Eco,189
35270,Female,Loyal Customer,45,Business travel,Eco,1005
33697,Male,Loyal Customer,49,Business travel,Business,759
